[ 2016-06-21T00:35:04+08:00 ] /QA/index.php/member/myanswer?__hash__=364ee495430ed5579a40ded598361193_e7e2688cd8f3b51c122fe53d3e439461 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:45:43+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.029002s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029002s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:46:01+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.003001s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.020001s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021001s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:47:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.019001s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019001s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:26+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001001s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:48:55+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.020001s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020001s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:49:07+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.024001s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024001s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.002001s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:51:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.022002s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022002s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:41+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.022002s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022002s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:46+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.021002s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022002s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:52:59+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.003001s ]
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2016-06-21T14:53:35+08:00 ] /QA/index.php/show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
